,R1,R2
1850,18.714285714285715,10.066666666666666
1851,12.285714285714286,13.266666666666667
1852,51.85714285714285,15.8
1853,60.892857142857096,20.66666666666668
1854,23.892857142857125,23.700000000000003
1855,35.75000000000001,21.5
1856,21.60714285714285,55.59999999999998
1857,31.249999999999982,23.50000000000001
1858,34.9642857142857,9.866666666666664
1859,38.999999999999964,27.1
1860,52.85714285714283,17.466666666666665
1861,11.96428571428572,38.19999999999998
1862,27.928571428571413,23.46666666666668
1863,42.3928571428571,35.333333333333314
1864,28.46428571428574,24.199999999999992
1865,24.25,13.933333333333332
1866,16.535714285714295,21.266666666666666
1867,12.535714285714292,27.633333333333365
1868,48.74999999999999,27.466666666666672
1869,45.89285714285714,35.73333333333334
1870,20.500000000000004,19.8
1871,53.8571428571428,44.7
1872,19.892857142857142,27.96666666666668
1873,30.21428571428573,33.766666666666666
1874,17.500000000000004,27.266666666666666
1875,17.357142857142854,36.06666666666668
1876,18.964285714285715,51.46666666666667
1877,5.5,15.2
1878,18.571428571428573,8.066666666666666
1879,33.60714285714285,17.633333333333336
1880,48.285714285714285,36.46666666666665
1881,28.60714285714286,25.266666666666676
1882,33.96428571428573,33.56666666666666
1883,33.85714285714286,13.133333333333336
1884,19.67857142857143,12.56666666666667
1885,17.85714285714286,49.26666666666668
1886,21.75000000000001,28.266666666666676
1887,22.607142857142872,11.166666666666668
1888,14.53571428571429,27.000000000000007
1889,59.74999999999999,25.166666666666657
1890,24.571428571428584,35.83333333333335
1891,26.607142857142843,33.566666666666656
1892,23.96428571428571,23.399999999999995
1893,30.321428571428587,48.86666666666669
1894,7.285714285714285,19.533333333333346
1895,34.892857142857146,16.29999999999999
1896,15.928571428571422,15.199999999999998
1897,27.67857142857142,33.13333333333335
1898,34.214285714285715,46.39999999999998
1899,30.14285714285713,40.23333333333336
1900,9.10714285714286,9.2
1901,21.214285714285715,10.9
1902,30.64285714285714,25.499999999999996
1903,5.892857142857144,30.03333333333333
1904,16.964285714285708,15.999999999999991
1905,25.571428571428573,10.199999999999996
1906,23.39285714285715,12.96666666666667
1907,32.32142857142856,18.23333333333333
1908,30.75000000000001,56.70000000000001
1909,11.678571428571434,47.73333333333331
1910,3.4999999999999982,34.23333333333332
1911,19.0,23.33333333333333
1912,22.32142857142856,21.533333333333328
1913,18.5,7.300000000000002
1914,36.07142857142857,18.03333333333333
1915,46.89285714285717,33.59999999999999
1916,11.142857142857142,37.39999999999999
1917,24.53571428571429,20.366666666666674
1918,13.321428571428568,21.399999999999995
1919,18.10714285714286,25.366666666666664
1920,16.607142857142854,22.233333333333345
1921,8.857142857142858,24.16666666666668
1922,20.428571428571438,8.633333333333331
1923,17.89285714285714,33.13333333333333
1924,47.85714285714288,20.90000000000001
1925,31.071428571428584,30.06666666666668
1926,42.10714285714285,10.399999999999997
1927,18.25,18.433333333333337
1928,18.678571428571423,36.56666666666669
1929,17.82142857142857,15.899999999999991
1930,53.107142857142826,28.366666666666674
1931,28.714285714285715,26.766666666666676
1932,26.678571428571438,20.299999999999997
1933,30.785714285714278,26.36666666666666
1934,19.285714285714292,10.033333333333331
1935,23.714285714285715,28.499999999999996
1936,6.678571428571429,20.966666666666654
1937,29.57142857142855,25.200000000000024
1938,34.85714285714288,41.06666666666666
1939,26.07142857142858,35.46666666666668
1940,23.571428571428573,22.56666666666667
1941,93.24999999999996,37.89999999999999
1942,31.46428571428572,31.033333333333363
1943,30.107142857142847,26.766666666666666
1944,29.857142857142858,19.566666666666688
1945,38.85714285714284,46.86666666666666
1946,34.9642857142857,26.63333333333332
1947,50.46428571428573,34.133333333333354
1948,12.642857142857144,29.000000000000025
1949,37.60714285714288,16.933333333333337
1950,50.71428571428573,44.33333333333333
1951,45.285714285714285,40.06666666666668
1952,49.99999999999999,15.933333333333328
1953,25.96428571428573,23.40000000000001
1954,38.35714285714285,18.800000000000004
1955,31.214285714285687,41.26666666666667
1956,23.89285714285714,18.5
1957,30.53571428571428,22.23333333333333
1958,27.25000000000001,16.733333333333334
1959,27.749999999999996,20.466666666666654
1960,35.928571428571416,29.23333333333333
1961,21.21428571428573,30.73333333333333
1962,20.714285714285715,6.199999999999997
1963,17.785714285714285,29.633333333333344
1964,11.642857142857148,20.26666666666667
1965,17.000000000000014,16.833333333333332
1966,23.678571428571423,3.200000000000001
1967,26.2142857142857,32.59999999999999
1968,33.642857142857125,15.600000000000003
1969,3.571428571428571,13.333333333333323
1970,37.0,2.266666666666667
1971,16.857142857142854,28.399999999999988
1972,22.96428571428571,14.766666666666664
1973,17.571428571428573,34.73333333333334
1974,27.82142857142857,32.43333333333334
1975,3.499999999999999,37.63333333333332
1976,28.60714285714285,16.166666666666668
1977,22.39285714285714,35.03333333333333
1978,16.678571428571427,38.2
1979,8.785714285714285,16.5
1980,22.928571428571423,16.666666666666668
1981,36.64285714285715,26.73333333333333
1982,15.82142857142857,12.133333333333336
1983,14.5,13.499999999999998
1984,25.357142857142858,31.500000000000007
1985,40.67857142857141,2.8666666666666667
1986,15.53571428571428,34.8
1987,27.03571428571428,49.79999999999999
1988,16.142857142857146,34.933333333333294
1989,6.321428571428571,16.53333333333333
1990,42.60714285714288,25.93333333333334
1991,5.999999999999999,23.6
1992,12.0,10.566666666666666
1993,9.107142857142858,40.46666666666667
1994,22.71428571428573,15.73333333333333
1995,12.714285714285706,5.2
1996,18.321428571428573,7.533333333333332
1997,24.642857142857142,4.3000000000000025
1998,22.50000000000001,0.8333333333333333
1999,20.892857142857142,13.73333333333333
2000,19.35714285714287,24.366666666666664
2001,12.464285714285715,5.1
2002,17.714285714285715,29.566666666666688
2003,15.964285714285708,29.96666666666666
2004,30.17857142857144,14.233333333333334
2005,28.28571428571428,7.166666666666668
2006,18.107142857142858,20.26666666666668
2007,15.249999999999991,7.233333333333334
2008,16.428571428571438,13.23333333333333
2009,19.499999999999982,16.400000000000002
2010,12.53571428571429,21.63333333333333
2011,18.35714285714285,11.899999999999997
2012,23.999999999999996,23.266666666666676
2013,21.75,13.93333333333334
2014,32.249999999999986,11.8
2015,50.39285714285715,33.7333333333333
2016,35.2142857142857,26.200000000000014
2017,12.928571428571432,17.2
2018,25.78571428571429,17.433333333333334
2019,58.21428571428571,18.8
2020,16.321428571428566,38.5333333333333
2021,22.17857142857144,28.633333333333333
2022,39.32142857142857,26.500000000000007
2023,33.642857142857146,13.166666666666664
2024,13.107142857142858,21.50000000000001
2025,47.92857142857143,50.0333333333333
2026,59.21428571428573,26.300000000000004
2027,27.14285714285713,30.500000000000004
2028,34.035714285714285,27.93333333333333
2029,63.46428571428571,27.766666666666666
2030,47.60714285714287,19.93333333333334
2031,44.49999999999999,25.7
2032,37.35714285714284,12.966666666666663
2033,29.178571428571438,23.300000000000008
2034,27.75,32.63333333333332
2035,28.28571428571429,32.66666666666668
2036,26.107142857142858,44.733333333333306
2037,34.42857142857141,28.23333333333334
2038,22.89285714285713,3.5666666666666664
2039,46.17857142857142,32.36666666666667
2040,22.32142857142856,1.8666666666666667
2041,37.67857142857143,28.53333333333334
2042,50.10714285714287,20.0
2043,37.32142857142858,41.63333333333334
2044,15.85714285714285,16.83333333333332
2045,52.39285714285713,34.16666666666666
2046,60.21428571428574,25.93333333333333
2047,34.107142857142854,8.06666666666667
2048,30.32142857142856,40.03333333333335
2049,28.142857142857142,54.06666666666671
2050,31.321428571428587,56.59999999999998
